tweet,label,,,,,,,,,,,,,,,,,,,,,,,,,,
çünkü oradakiler kürt. onlara öyle yaparız zaten değil mi? zavallı adam. gözümüzün önünde peynir ekmek gibi yedi onurunu şerefini.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
bugün düşen bir kürdün elinden ilk tutanın bir türk olması büyük önem taşıyor. türk kürt kardeşliğini asla engelleyemeyeceksiniz. tarihi günler yaşıyoruz. #analardireniyor,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
ekrem imamoğlu "hdp diyarbakır il başkanlığı önünde feryat feryat oğlunu tekrar isteyen annelerin yanındayım." kürt anaların terör örgütünden evladını kurtarmak için çırpınmalarına destek vermek feryatlarının yanında olmak çok önemli! kutlarız...,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
onurlu bir kürt genci hdp binası önünde duran akp kuklalarına satılmışlar diyerek bağırdı. bu insanların acıları falan diyerek oynanan oyunu görmeden masumlaştırmak doğru değil. onları anlıyoruzun sonu hdp önünde birikebilecek yüzlerce insana daha davetiye çıkarır,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
ne oldu bize ...? inek şaban mesela… neydi acaba mezhebi? alevi miydi belgin doruk sünni miydi ayhan ışık? kürt kökenli miydi yoksa çerkez miydi sadri alışık? şakayla karışık sormuyorum bunları… kaçımız...,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
yıllardır kendilerini kürt diye pazarlayıp vaad edilmiş topraklar için taşeronluk yapan ermeni komitacılar ilk defa gerçek kürtlerle karşılaştılar. bu onurlu mücadeleyi anneler kazanacak. yanındayız #annelerledireniyoruz,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
"""uzay"" yolu! türk ırkçıları uzaya gidemezler demeyin. uzayda bir kürt var ise giderler!",hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
her gün kürt halkını ve hdp'yi provoke etmeye çalıştıkları yeni bir hamle yapıyorlar. kriminalize edip partiyi kapatmak için fırsat yaratmaya çalışıyor gibiler.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
deliriyorum kürt erkeklerine. beni sınırsız ezip küfrederek siken kürtlere köpek olmak isterdim.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
kürtleri ezenlerin ve ölüler üzerine sevinen vampirlerin mekanı asla cennet olmaz! kürt halkının davası haklı ve meşru bir dava olduğu için kürtler cennetliktir. ayrıca kuyumcudan hediye altında altın çalanlarda cennet yüzü görmeyecektir!,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
ne zaman ki bu ülkede bir insan kürt olduğunu laz olduğunu söylediği kadar rahat söyler o zaman huzura ereriz...,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
toplumsal barış bu kadar basit. bir sünni belediye başkanı cemevine muharrem ayı nedeniyle gidiyor. koruma yok. doğal bir şekilde konuşma yapıyor. alevi sünni kürt türk böyle böyle kardeş olur. türkiye'nin gerçek meseleleri için el ele veririz elbet.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
kürtler başlarız sizin kürdistan hayallerinize diyerek pkk savaş açtı sözde kürtlerin haklarını savunan siyasetçi (!) işadamı (!) sanatçı (!) ses yok çünkü #kürt sorunu bu şerefsizlerin işine geliyor #annelerledireniyoruz #topunuzgelinfetöcüler #elmalı #betizmmm,saldırgan,,,,,,,,,,,,,,,,,,,,,,,,,,
emeğinize sağlık. işte bu vatan hepimizin. tüm renklerle türk kürt laz çerkez arap sünni alevisiyle müslümanlar kardeştir. tüm renklerle müslüman müslümanın kardeşidir. ırkçılık şeytandandır. ırkçılık yaptıkça kafirler güçleniyor. ırkçılık müslüman kafası değil.,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
hdp'yi kapatmak siyasi iktidarın ihtiyaç listesinde belli ki ilk sırada artık. türkiye'de kürt tabanlı sol siyasetin susturulamayacağını ve artık kürt tabanlı solun türkiye solunda 2015'ten beri ortak payda haline gelmeye başladığını anlayamayanlar bu işten yine zarar görecekler,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
yanılıyorsun kürt halkı bizzat hdp'yi provoke ediyor ayrıca hdp il ilçe teşkilatlarına yapılan herhangi bir provokasyon kürt halkını provoke etmek değildir.,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
biz kürdüz diyarbakırlıyız. biz türklerle kardeşiz. bu bir reklam ve şov değil. burada yüreği yanan anneler var. bu annelere kim elinden nasıl geliyorsa destek olmalıdır yalnız bırakılmamalıdır. kimi çayını alıp gelsin kimi selamını getirsin #annelerdireniyor,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
canan kaftancıoğlu kararı kürt'ün siyaset yapmasını destekleyenlere verilmiş bir yapamazsınız mesajıdır! tuhafiye özel'de ve neden yalnız bırakılmaması gerektiğini konuştu #canankaftancıoğluyalnızdeğildir,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
modern cemaatlerin ekonomik siyasi gücünü de konuşun. buna kürt ve alevi cemaatleri de dahil. onlara demokrasi diğerlerine zapturapt. insanları ötekileştirmeyin. #türkiyeninnabzı,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
en sevdiğim şal markasının sahibi reisçi kürt çıktı... sen sabır ver yarabbim kimlere para kazandırmışız,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
bu idealde tabiki kürt hareketi olacak olmayacak tek şey militarist baskıcı faşizan bakış,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
bu kürtler için de geçerli mi ?,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
soylu'ya soruyorum. akp'ye oy verenler kürt vatandaşı chp'ye oy verenler pkk'lı allah senin cezanı versin.,saldırgan,,,,,,,,,,,,,,,,,,,,,,,,,,
fakir kürt çocukları dağlara ölüme hdp'nin baronlarının çocukları fransa'ya eğitime,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
bu anaların feryadını duymayan pkk terör örgütüdür diyemeyen pkk destekçisi siyasi partilerle kol kola yürüyenler televizyonlara çıkıp boş boş konuşmasınlar. çok basitsiniz türkiye'de kürt sorunu yoktur. türkiye'de pkk sorunu vardır. pkk bir terör örgütüdür. #şerefsizler,saldırgan,,,,,,,,,,,,,,,,,,,,,,,,,,
cüneyt özdemir cevapsız bırakılacak bir kaç soru sordu. neden susuyorsunuz. ya kürtlere olan nefretten ya da hdp'ye olan sevgiden. hakkari'de van'da şırnak'ta diyarbakır'da binlerce çocuk kaçırıldı hepsine sustunuz hdp pkk,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
biz anaların isyanına değil anaların devlet tarafından yanlış adrese yönlendirilmesine itiraz ediyoruz. o anaların evlat kaygısının müsebbibi dolmabahçe mutabakatını tanımayanlardır. o analara hesap vermesi gerekenler kürdün iradesine kayyım atayanlardır. vicdansız,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
batı haçlı seferleri düzenliyor bizim saflar hala abd kürt haklarını savunuyor iddiasında,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
özerklik ya da federasyon kürt kardeşlerimizin söylemi olamaz lgbti'ye değil annelere destek,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
pkk ateist bir örgüttür ve kürt halkının dostu değildir lgbti'ye değil annelere destek,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
batı derin devletleri kürt halkının dostu değildir lgbti'ye değil annelere destek,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
kürt kardeşlerimiz nur pkk pislik kahbe kalleştir lgbti'ye değil annelere destek,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
bizim itirazımız devleti yönetenler açılım yapınca demokrasi geliyor diyenlerin muhalefet kürt sorunu vardır diyince hain ilan edilmesine. bizim itirazımız dünün akil adamlarının bugün chp terörist demesine,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
çocuklarının dağa kaçırıldığını iddia eden diyarbakır annelerinin hdp il binası önünde başlattığı oturma eylem devam ediyor. "bunlar kürt değil bunlar gavur" #cumartesi #hdp #diyarbakır #annelerdireniyor #annelerindirenisi #annelerleberaberizyasen #hdpkapatılsın,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
#davamızınpeşindeyiz #sanatçılardiyarbakıra bir kürt olarak çocuğu kürt anaları hacire ana gibi eyleme davet ediyorum.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
#davamızınpeşindeyiz #sanatçılardiyarbakıra 81 ilde bütün pkk hdp il başkanlık binalarının önünde kürt analar eylem yapmalıdır. pkk hdp 81 ilde kepenk indirmek zorunda kalmalıdır.,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
#davamızınpeşindeyiz #sanatçılardiyarbakıra yiğit analara destek olalım kürt selam anadolu hareketi genel başkanı galip ilhaner ise şunları ifade etti "hacire akar ve fevziye çetinkaya gibi anaların sayısı artmalı.",hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
#davamızınpeşindeyiz #sanatçılardiyarbakıra akit'e konuşan kürt siyasetçiler "kürt analar hdp pkk'yı 81 ilde kapatmaya hazırlanıyor",nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
kürt halkının pkk ile zerre bağı olmadığını... biz sürekli savaş halinde olalım diye pkk'yı kurup besleyen bitmemesi için yıllardır "dış mihrakların" milyarlarca dolar harcadığını... harcadığı parayı da bize silah ve mühimmat satarak geri aldığını... anladığımız gün büyürüz...,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
bunlar da trenin son vagonlarına yetişenler görüntüde kemalistiz antiemperyalistiz ümmetiz kürt türk nasyonalistiz ifadesiz ruhsuz soysuz maskeler gerçekte kalpsiz globalist ibneler #susamam #annelerdireniyor,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
hani kürt sorunu diyoruz da saatlerce eveleyip konuşuyoruz ya... işte gerçek kürt sorunu budur! kürtler senelerdir terör örgütlerinin zulmünü yaşıyor.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
işte kürt halkının çocukları...,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
cemile bin ailesi ve devlet tarafından öldürülen kürt çocukların aileleri barış anneleri ve gerçek kürt anneleri hdp'nin önünde oturmaya gitsinler bakalım trt ahaber atv trt kurdi mikrofonları orada yayın yapmaya devam ederler mi?,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
anaların feryadı hdp ve pkk yı bitirir. 81 ilde bütün pkk hdp il başkanlık binalarının önünde kürt analar eylem yapmalıdır. pkk hdp 81 ilde kepenk indirmek zorunda kalmalıdır. bir kürt olarak çocuğu kürt anaları hacire ana gibi eyleme davet ediyorum.,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
anaların feryadı hdp ve pkk'yı bitirir yiğit analara destek olalım kürt selam anadolu hareketi genel başkanı galip ilhaner ise şunları ifade etti "hacire akar ve fevziye çetinkaya gibi anaların sayısı artmalı.",nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
kürt selam anadolu hareketi genel başkanı galip ilhaner ise şunları ifade etti "hacire akar ve fevziye çetinkaya gibi anaların sayısı artmalı. 81 ilde bütün pkk hdp il başkanlık binalarının önünde kürt analar eylem yapmalıdır.",nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
biz kürtlerin sabah sporu... sodire xer rojbaş günaydın,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
anaların feryadı hdp ve pkk'yı bitirir. akit'e konuşan kürt siyasetçiler "kürt analar hdp pkk'yı 81 ilde kapatmaya hazırlanıyor" dedi.,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
en tatlı sabahlar kürt böreğiyle başlar hepinize günaydın çekiyorum,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
türkiye'de pkk'ya yataklık eden pkk'yla arasına mesafe koymayan kürt partileri kaybeder fetö'ye mesafe koyamayan da dini siyasete alet eden de kaybeder. bu hep böyle olmuştur. terör yapar hukuksuz karar verir adalete uymaz parayla insan tutar ama başaramaz sonunda yok olurlar.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
şanlı türk ordusu gazi m. k. atatürk'ün "ordular ilk hedefiniz akdeniz'dir ileri!" emriyle 9 eylül 1922'de izmir'e türk bayrağını çekmiştir. başta ebedi başkomutanımız gazi mustafa kemal atatürk olmak üzere tüm şehitlerimizi ve gazilerimizi saygı minnet ve rahmetle anıyoruz.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
haddimize değil ama "türk kadınına fırsat verilince" cümlesindeki tepeden bakan tavrın kabulü mümkün değildir. türk kadını kendi fırsatını da kendi başarısını da kendi yaratacak kudrettedir. kimse türk kadınına fırsat verici olamaz bu topraklarda! #fileninsultanlari,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
#9eylül türk halkının bağımsızlığa giden onurlu yolculuğunda düşman işgaline son verilmesinin ve al bayrağımızın özgürce dalgalanmasının tarihi günlerindendir. kurtuluş coşkusunu yaşayan güzel #izmir'i selamlıyor izmir'in düşman işgalinden kurtuluşunun yıldönümünü kutluyorum.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
30 yaşımda ülkenin varlığını öğrenerek sanki 2 kere müjde almış gibi oldum. bu da benim cahilliğim olsun :) müjdeli haber! türk vatandaşları kapıda vizeyle girebilecekler aracılığıyla,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
torinolu şaban talimat ve tüyoları almış. "eksiklerini saklama doğal ol samimi görün türk insanı böyle şeyleri sever hoş görür sevmeyeni de yavaş yavaş sevmeye başlar cia projesi fetö'ye hizmete devam ettiğini unutur seni bağrına basar türkiye'ye dönmen kolaylaşır" demişler,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
emre mor türk güzelin peşine düştü... mesajları ifşa oldu,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
seyahat severlere müjde! türk vatandaşları kapıda vizeyle girebilecekler,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
türk sinemasının emektar ve güler yüzlü oyuncusu süleyman turan 84 yaşında hayatını kaybetti. allah rahmet eylesin.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
arkadaş 10 bin yıldır kurduğum imparatorluk ve devletlerimi ben kurdum ben yıktım. yeniden ben kurarım. ama hiç bir zaman türk'ten başkasına bu şansı vermedim vermeyeceğim. bu nedenle türkiye cumhuriyeti'ni yıkmanıza da izin vermeyeceğim.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
gastronomi alanında bir görev daha kuzey kıbrıs türk cumhuriyeti'ni juri olarak indiana'da düzenlenecek olan canlı tv şov juri gastronomi yargıcı olarak uluslararası gastronomi yarışmasında ülkemizi temsil etmek…,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
türk sinemasının sevilen isimlerinden süleyman turan'ın vefatını büyük bir üzüntüyle öğrendim. seveni çok bir sanatçımızdı. allah rahmet eylesin.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
rotterdam'ın yüzde 10'u türk ama şehirde bir tane türkçe tabela bulamazsın.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
yer izmir salondaki türk bayrakları sakil müptezel amed hönkürüşlerini ve bunlara alkış tutan sözde yetkilileri seyrediyor...,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
#türk'üm. #atatürkçü'yüm. liyim... beğenmeyen sayfamdan gidebilir. benden bir şey eksilmez. teşekkürler.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
türk sinemasının başı sağolsun #süleymanturan,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
işte suriyeli tc. vatandaşlarının başkanı ve onlara tahsis ettiği tokiler. vatan için şehit olan mehmetçiklerimizin evleri ve kirasını ödeyemediği için evden atılan bir türk vatandaşı aile burası türk devleti değil suriyeliler çöplüğü olmuş,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
birinci meclisin bastırıp bütün mebuslara dağıttığı misakı milli haritasında kerkük türk toprağı. 90 yıl sonraki mebuslarımız için kerkük yabancı bir yer... evrim işte budur...,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
bilgi olmadan fikir olmazın sözlük karşılığı. türk değil diye laf ettiği adam yıllardır bu ülkenin voleyboluna kaç tane kupa kazandırdı. ha ama senin ucuz milliyetçi duygularını tatmin edecekse söyleyeyim kendisi türkle evli. "enişte" deyip tatmin olabilirsin.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
avrupa ikinciliğine üzülecek halimiz yok. türk kadının gücünü gösterdiğiniz bizleri bu kadar iyi temsil ettiğiniz için teşekkürler filenin sultanları. sizinle gurur duyuyoruz! #eurovolley2019,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
guidetti maç sonu fotoğraf çektirmek istediğimde çok içten bir şekilde fotoğraf çektiren kucaklayan ayrılırken de el sallayan dünya tatlısı bir insan. ayrıca çok da güzel türkçe konuşuyor. hocaya laf etmeye kimsenin hakkı yok. türk voleyboluna yaptığı katkı çok ama çok büyük.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
bizim eve gelip cezveyi yıkayıp bana türk kahvesi yapana 50 tl piliz i need coffee,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
adı lazım değil gevşek bir sözde sanatçı #fileninsultanlari başantrenörünün neden türk olmadığını sormuş. unuttuğu şey giovanni guidetti'nin bu memlekete kendisinden daha çok faydası olduğu.,saldırgan,,,,,,,,,,,,,,,,,,,,,,,,,,
anca finali izlemiş galiba ajajajja türk olan son dk rahatsızlanınca böyle oldu. kusurumuza bakma artık demet bacı,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
ben hiç türk dizisi izleyemiyorum yaa hep netfliks falan işte dmdsknsdn,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
meali ağabey koçumuz niye türk değil? türk olsaydı kaybetmezdik. yine de teşekkürler kızlar.,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
türk kadınının gücünü tüm dünyaya bir kez daha gösteren mücadeleyi sonuna kadar bırakmayan ve avrupa ikincisi olan a milli kadın voleybol takımımızı tebrik ediyorum. yaşattığınız gurur için teşekkürler #fileninsultanları,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
yeni eğitim ve öğretim yılı için bundan daha güzel ve anlamlı bir mesaj düşünemiyorum... varol kahraman türk askeri!...,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
yarın solotürk ve türk yıldızları'nı izlemeye gideceğim için manyak heyecanlıyım. o atmosferi tanımlayacak kelimem yok... çalışmalar çok çok güzeldi asıl performansa yürek dayanmaz,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
türk antrenörümüz varken nasıldık onu da gördük son 16 yılda,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
yücel aslan "ceza almaması için konuşmasın fatih terim." oğuz altay "ya sanane kardeşim adam konuşur türk futboluna mal olmuş adam sen hayırdır.",hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
yüce allah devletimizi var etsin... şehitler ölmeyecek büyük türk milleti bölünmeyecektir. bin soysuza bir soylu yeter.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
sultanlarımız muhteşem! bir de türk kadın hakem kazandırsak da dünya yiğit işini hakkıyla yapan bir kadın görse. #fileninsultanlari,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
kim karşı durabilir ki türk'ün mücadelesinde! ancak pis oyunlarla kazanabilirdiniz ama fazla söze gerek yok kazanan belliydi #fileninsultanlari tebrikler türk kadınının sahip olduğu azmi hırsı inancı mücadeleyi gösterdiniz emeğinize sağlık,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
türk antrenörlerle 5 dünya şampiyonluğumuz olduğu için tabi.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
ülkemin en güzel takımının bize yaşattığı bu gurur ve sevinç sebebiyle onları canı gönülden tebrik ederim. türk kadını dünyanın incisidir.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
2019 2020 eğitim öğretim dönemi yarın itibariyle başlarken türk milletinin istikbali olan çocuklarımıza ve onları yetiştiren velilerimize yeni eğitim yılının hayırlı uğurlu olmasını diliyor başarılı bir yıl geçirmelerini temenni ediyoruz. #ülküocaklarıeğitimyuvasıdır,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
türk kadınının azim ve kararlılığı... yeter ki fırsat verilsin. teşekkürler,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
bu sefer çok inandık olacağına olmadı ama kızların her biri son topa kadar hiç bırakmadan mücadele etti. size helal olsun kızlar buraya kadar gelmemiz bile türk kadını için çok önemliydi türk sporunun yüz akı ve gurur kaynağı alkışlar #fileninsultanlari için,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
türk hocalarla her kupayı alıyorsun değil mi? yemin ediyorum zır cahil.,saldırgan,,,,,,,,,,,,,,,,,,,,,,,,,,
yazık oldu filenin sultanları... elimizden kayıp gitti şampiyonluk emeğinize mücadelenize sağlık gurur duyduk bir kez daha türk kadınıyla sporcusuyla... bugün olmadı ama denemeye devam #eurovolley2019 #fileninsultanlari,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
türk kadınlarıyla gurur duyuyorum. #ebrarkarakurt,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
hani türk kahvesi içince uyku açılıyordu.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
türkiye'ye gelmiş geçmiş en iyi ve en faydalı yabancı oyuncu g. hagi. türk futboluna attığı en büyük kazık fatih terim. hagi'nin başarısı o sırada tesadüfen gs teknik direktörü olan terim'in başarısı zannedildi yıllarca...,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
koca koca adamların suratına bakma ama maçta rakibine o çocuğu diyene yanak tokalaştır nereden geliyor emrenin torpili diyenlere sanırım bu foto yeterli olacaktır hayırlı uykular türk futbolu ondan sonrada 85 bin nüfuslu andorra karşısında ter dökersin,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
türk kadınına fırsat verildiğinde neleri başardığını gösterdiğiniz için emeğiniz mücadeleniz sahada akıttığınız ter için bize bu gururu yaşattığınız için teşekkürler #fileninsultanları teşekkürler büyük kaptan sizinle gurur duyuyoruz,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
heybetini gizli tut türk kadını duruşun hakemleri korkutuyor! bu heyecanı bize yaşattığınız için teşekkürler minnettarız size #fileninsultanları,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
acaba bana da kazı kazan ondan mı çıkmıyor türk olmadığım için mi? şayze!,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
bu adam çoğu türk'ten daha türk sen daha ne konuşuyorsun #guidetti,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
hırsınız mücadeleniz yeter. duruşunuz heybetiniz yeter! kahraman türk kadını sen her zaman göklerde yükselmeye layıksın! #fileninsultanları teşekkürler!,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
#9eylül izmir'im payidar kalasın... türk kalasın...,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
yunan başbakanı "sayın erdoğan mülteciler konusunda bizi tehdit edemez" demiş. yunanlı başbakan sayın erdoğan'ı tanımıyor anlaşılan. değil mültecileri bizim karadenizlileri bile yollarsa şaşırmasın. biz gidersek sonu ne olur? yunan başbakan düşünsün.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
bugün izmir'in kurtuluşunun 97. yıldönümü. büyük taarruz sonucu türk ordusu yunan işgali altındaki izmir'e 9 eylül 1922'de halkın sevinç gözyaşları içerisinde girerek düşman işgalinden kurtardı.,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
madalyonun öbür yüzüne bakalım #9eylül ve sonrasında yunan tarafında neler yaşandı?,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
9 eylül 1922 günü dayak yemeseydim hiç bir yunan denizde boğulmazdı. şaka lan. işin hakkı buydu. kapitalizme uymayın. yoksa hep kaybedersiniz.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
izmir'de denize döktüğümüz yunanlılardan venizelos kolundaki kadın kim? bilen var mı?,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
yunan başbakan erdoğan yunanistan'ı tehdit edemeyeceğini anlamalı,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
çerkez ethem'in yunan kuvvetleriyle birleştiği iddiası bugün resmi tarihin parçasıdır büyük bir tarih falsifikasyonudur.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
anıtkabir'deki atatürk'ün izmir'e girişi tablosu. soldan sağa kazım karabekir ismet inönü mustafa kemal atatürk refet bele fevzi çakmak. geri planda hükümet konağından yunan bayrağının indirilerek türk bayrağının çekilişi ve izmir'in alevler içinde yanışı resmedilmiş. #9eylul,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
yunan halkı baba tarafım has kendilerinden olmasına rağmen sırplara benzetti beni... güçlü kaslı fizikli sert yüzlü kadınlar ve ben?,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
yunan başbakanı miçotakis türkiye ile konuşmak daha iyidir,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
yunan başbakanı erdoğan ile görüşecek,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
cb'nın 7 yıl süreyle 120 sandalyeye sahip knesset yasama organı givat ram'da. israil devletine bir hediye olarak james a. rothschild tarafından finanse edilerek ve kudüs yunan ortodoks patriği'nden kiralanan bir alan üzerine inşa edilmiştir. tarafından seçildiğini biliyoruz...,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
yarın 9 eylül izmir'imizin yunan işgalinden kurtuluşunun yıldönümü... türkiye cumhuriyeti'mize kutlu olsun...,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
2019 güz döneminde tüm derslere gidecek ve devlet teorisi üzerine okumalar yapacağım ayrıca antik yunan araştırmalarına da devam edeceğim. sürekli oyun oynamak ya da tivitırda takılmaktan daha iyi şeyler yapmanın zamanı geldi...,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
türk olduğunu iddia edip atatürk'ü sevmeyenler var. yunan falanlar mı acaba? acınız var koçum anlıyorum dedelerinize yüzmeyi biz öğrettik bilmiyorsan gel sana da öğretelim.,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
yunan'ı izmir'den tam kovamamışlar ya. dedem 18 yaşında selanik'ten gelmiş. yüzmeyi de bilmiyor zaten. üzgünüm ama mission failed!,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
sadece sol değil chp'liler ip'liler sanatçılar ota boka yorum kasan kolej mezunları yunan ağaçlarına ağlayan batı hayranları 20 bin lira ile geçinemeyen beyaz yakalılar için de diyarbakır'da ana olmamın hükmü yok. hatta diyarbakır'ın haritada yerini bile gösteremezler!,saldırgan,,,,,,,,,,,,,,,,,,,,,,,,,,
bir ülkenin zenginleri ve sanatçıları hain ise o ülke hiçbir zaman belini doğrultamaz!... maalesef bizim ülkemizin zenginleri ve sanatçılarının %70'i satılmış hain ve yunan artığıdır.,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
